title,company,lang,link
차세대 기업교육 플랫폼 백엔드(Java) 개발,휴넷,java,https://www.wanted.co.kr//wd/203329
[100억↑투자] JAVA 개발자 (2년 이상),콜게이트,java,https://www.wanted.co.kr//wd/197745
"백엔드 개발자 (Java, Spring)",미스터블루,java,https://www.wanted.co.kr//wd/204317
[Casino Platform]Java Backend,앤서스랩코리아,java,https://www.wanted.co.kr//wd/143142
JavaScript 웹개발자 (3년 이상),앵커스,java,https://www.wanted.co.kr//wd/203499
[판교] 백엔드 JAVA 개발자,와따,java,https://www.wanted.co.kr//wd/37397
Java/Kotlin 백엔드 서버 엔지니어,티비유,java,https://www.wanted.co.kr//wd/118264
SuperStar시리즈 서버 프로그래머 (Java),달콤소프트,java,https://www.wanted.co.kr//wd/198685
Backend engineer (JAVA),부릉,java,https://www.wanted.co.kr//wd/204856
웹개발자(Java),디오티스,java,https://www.wanted.co.kr//wd/206569
JAVA 개발자 / 2년 이상,리드코프,java,https://www.wanted.co.kr//wd/194030
"Back-End (Python, Java)",미니레코드,java,https://www.wanted.co.kr//wd/204028
백엔드 개발자 Java (5년 이상),차란차,java,https://www.wanted.co.kr//wd/59166
웹 개발자 -  백엔드 Java/Kotlin (3년이상),고요에이아이,java,https://www.wanted.co.kr//wd/196645
"백엔드(Java, Spring) 개발자",카카오헬스케어,java,https://www.wanted.co.kr//wd/205752
JAVA 개발자,처음소프트,java,https://www.wanted.co.kr//wd/91854
"데이터 엔지니어, 소프트웨어 개발자(JAVA)",디딤365,java,https://www.wanted.co.kr//wd/203599
Java 서버 개발(미드-레벨),그립컴퍼니,java,https://www.wanted.co.kr//wd/53925
JAVA 웹 서비스 개발,메디플러스솔루션,java,https://www.wanted.co.kr//wd/191919
[100억↑투자] SW Developer(Python or Javascript),수퍼톤,java,https://www.wanted.co.kr//wd/166771
백엔드 개발자(java),와그(WAUG),java,https://www.wanted.co.kr//wd/196704
Back-end (Java) 개발자,미트박스글로벌,java,https://www.wanted.co.kr//wd/191793
시스템 백엔드 개발 (Java),지엘엔인터내셔널,java,https://www.wanted.co.kr//wd/190691
[CARENATION] Java 백엔드 개발자,에이치엠씨네트웍스,java,https://www.wanted.co.kr//wd/167952
JAVA 개발자,코보시스,java,https://www.wanted.co.kr//wd/46154
백엔드 개발 (Java),위즈코어,java,https://www.wanted.co.kr//wd/135807
"백엔드(JAVA, 결제, 인증) 개발자 (3년 이상)",넥스원소프트,java,https://www.wanted.co.kr//wd/191730
JAVA 개발자 (10년 이상),오토위니,java,https://www.wanted.co.kr//wd/149957
Java Developer,에이아이에이생명(AIA생명),java,https://www.wanted.co.kr//wd/204873
자동화 노코드 툴 JAVA 백엔드 개발자 (5년 이상),바티에이아이,java,https://www.wanted.co.kr//wd/195416
Java(Back-End)개발자,제네시스네스트,java,https://www.wanted.co.kr//wd/152802
Java 백엔드 개발자(Senior),티웨이브,java,https://www.wanted.co.kr//wd/112793
[인텔리전스랩스] 거래플랫폼팀 백엔드 개발자 (Java/.NET),넥슨코리아(NEXON),java,https://www.wanted.co.kr//wd/107134
Java/Kotlin Backend Engineer (상품전시개발실),무신사,java,https://www.wanted.co.kr//wd/189781
Java/Kotlin Backend Engineer (구매개발실),무신사,java,https://www.wanted.co.kr//wd/188378
[인텔리전스랩스] 글로벌 플랫폼 백엔드 개발자 (Java),넥슨코리아(NEXON),java,https://www.wanted.co.kr//wd/106979
JAVA 시스템 담당,동원산업,java,https://www.wanted.co.kr//wd/179027
Backend Developer(Java),클로버추얼패션(CLOVirtualFashion),java,https://www.wanted.co.kr//wd/178529
"Back-end 개발자(Java/Kotlin) 1년 이상, 산업기능요원 편입 가능",테이블매니저,java,https://www.wanted.co.kr//wd/166639
"백엔드 엔지니어(Java, Server-side)",뉴플로이,java,https://www.wanted.co.kr//wd/4445
"백엔드(Python, Java) 엔지니어",액스,java,https://www.wanted.co.kr//wd/162002
Java Backend 서비스 개발자,트럼피아,java,https://www.wanted.co.kr//wd/66882
"백앤드/서버(JAVA, NodeJS) 개발자",일루넥스,java,https://www.wanted.co.kr//wd/142595
JAVA 웹 개발 프론트엔드,이에스이,java,https://www.wanted.co.kr//wd/140474
Backend Engineer (JAVA),멸치,java,https://www.wanted.co.kr//wd/95643
